name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper,merger_type,energy_released,E_GW,frequency,lookback_time,luminosity_distance_m,luminosity,luminosity_distance_lower_m,luminosity_distance_upper_m,luminosity_lower,luminosity_upper
GW190720_000836,GW190720_000836-v1,1247616534.7,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190720_000836-v1,13.4,-3.0,6.7,7.8,-2.2,2.3,11.6960978153441,,,790.0,-320.0,690.0,0.18,-0.12,0.14,21.5,-2.3,4.3,8.9,-0.8,0.5,8.835934105757879,-0.1,0.2,0.16,-0.06,0.12,1e-05,,,1.0,,,20.4,-2.2,4.5,BH-BH,7.190041429894547e+16,7.200000000000006e+16,15.720251525742128,2.0648219826056464,2.43794e+25,7.468887020578707e+25,-9.8752e+24,2.12934e+25,1.2254671221074503e+25,5.697704070657784e+25
GW190720_000836,GW190720_000836-v2,1247616534.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190720_000836-v2,14.2,-3.3,5.6,7.5,-1.8,2.2,10.9,-0.8,0.3,770.0,-260.0,650.0,0.19,-0.11,0.14,21.8,-2.0,3.8,9.0,-0.8,0.4,8.894423781552417,,,0.16,-0.05,0.11,1e-05,,,1.0,,,20.8,-2.0,3.9,BH-BH,8.088796608631346e+16,8.099999999999987e+16,37.9884089544096,2.0648219826056464,2.37622e+25,7.0955025068115936e+25,-8.023600000000001e+24,2.0059e+25,8.089997798287467e+24,5.056248623929665e+25
GW190719_215514,GW190719_215514-v1,1247608532.9,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190719_215514-v1,36.5,-10.3,18.0,20.8,-7.2,9.0,7.993907515410997,,,3940.0,-2000.0,2590.0,0.32,-0.31,0.29,57.8,-10.7,18.3,23.5,-4.0,6.5,23.800319944500032,-6.6,9.2,0.64,-0.29,0.33,1.559222128828275,,,0.81555,,,54.9,-10.2,17.3,BH-BH,2.157012428968361e+17,2.1599999999999987e+17,39.266498982407235,6.134300340434174,1.2158840000000001e+26,1.8577794352292206e+27,-6.172e+25,7.99274e+25,4.786980945732228e+26,8.02788672051659e+26
GW190719_215514,GW190719_215514-v2,1247608532.9,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190719_215514-v2,36.6,-11.1,42.1,19.9,-9.3,10.0,7.9,-0.7,0.3,3730.0,-2070.0,3120.0,0.25,-0.32,0.33,57.2,-11.6,38.4,22.8,-4.3,8.3,23.280419807111752,,,0.61,-0.3,0.39,0.63,,,0.91976,,,54.5,-11.1,38.3,BH-BH,1.7975103574736352e+17,1.8e+17,75.66455605042577,5.946764782892191,1.151078e+26,1.6650196799969479e+27,-6.388020000000001e+25,9.62832e+25,5.127933663592006e+26,1.1649596829533948e+27
GW190708_232457,GW190708_232457-v1,1246663515.4,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190708_232457-v1,17.6,-2.3,4.7,13.2,-2.7,2.0,13.07130069939341,,,880.0,-390.0,330.0,0.02,-0.08,0.1,30.9,-1.8,2.5,13.2,-0.6,0.9,13.241641206028715,-0.2,0.3,0.18,-0.07,0.06,2.8252506364808675e-05,,,0.999988,,,29.5,-1.8,2.5,BH-BH,1.1683817323578635e+17,1.1700000000000006e+17,67.38017242196918,2.2915529145627493,2.71568e+25,9.267595110937593e+25,-1.20354e+25,1.01838e+25,1.8202495046146794e+25,1.303255562475599e+25
GW190708_232457,GW190708_232457-v2,1246663515.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190708_232457-v2,19.8,-4.3,4.3,11.6,-2.0,3.1,13.4,-0.3,0.2,930.0,-390.0,310.0,0.05,-0.1,0.1,31.4,-2.2,2.8,13.1,-0.6,0.9,13.100503216005242,,,0.19,-0.07,0.06,0.00031,,,0.99965,,,30.1,-2.1,2.9,BH-BH,1.1683817323578603e+17,1.1699999999999974e+17,89.84914683186939,2.402575900918615,2.86998e+25,1.035064954990951e+26,-1.20354e+25,9.5666e+24,1.8202495046146794e+25,1.1500721722121677e+25
GW190707_093326,GW190707_093326-v1,1246527224.2,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190707_093326-v1,11.6,-1.7,3.3,8.4,-1.7,1.4,12.97817936002082,,,770.0,-370.0,380.0,-0.05,-0.08,0.1,20.1,-1.3,1.9,8.5,-0.5,0.6,8.571096130727266,-0.09,0.1,0.16,-0.07,0.07,1e-05,,,1.0,,,19.2,-1.3,1.9,BH-BH,7.190041429894547e+16,7.200000000000006e+16,52.49934326457544,2.0648219826056464,2.37622e+25,7.0955025068115936e+25,-1.1418200000000001e+25,1.17268e+25,1.6383442286768551e+25,1.7281001214093343e+25
GW190707_093326,GW190707_093326-v2,1246527224.1,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190707_093326-v2,12.1,-2.0,2.6,7.9,-1.3,1.6,13.1,-0.4,0.2,850.0,-400.0,340.0,-0.04,-0.09,0.1,20.1,-1.2,1.7,8.4,-0.4,0.6,8.473083335061578,,,0.17,-0.08,0.06,1e-05,,,1.0,,,19.2,-1.2,1.7,BH-BH,7.190041429894547e+16,7.200000000000006e+16,20.763482134447152,2.1789769927659757,2.6231e+25,8.646484333228836e+25,-1.2344000000000001e+25,1.0492400000000001e+25,1.9147923782928915e+25,1.3834374933166142e+25
GW190706_222641,GW190706_222641-v1,1246487219.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190706_222641-v1,67.0,-16.2,14.6,38.2,-13.3,14.6,12.653616083950071,,,4420.0,-1930.0,2590.0,0.28,-0.29,0.26,104.1,-13.9,20.2,42.7,-7.0,10.0,43.69983039362974,-17.5,11.0,0.71,-0.27,0.32,1e-05,,,1.0,,,99.0,-13.5,18.3,BH-BH,5.5722821081682714e+17,5.5800000000000026e+17,74.19203085006956,6.5462129378614495,1.364012e+26,2.3380093637050776e+27,-5.95598e+25,7.99274e+25,4.4577563311894937e+26,8.02788672051659e+26
GW190706_222641,GW190706_222641-v2,1246487219.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190706_222641-v2,74.0,-16.9,20.1,39.4,-15.4,18.4,13.4,-0.4,0.2,3630.0,-2000.0,2600.0,0.28,-0.31,0.25,112.6,-16.8,27.4,45.6,-9.1,13.0,46.54940713008244,,,0.6,-0.29,0.33,5e-05,,,1.0,,,107.3,-15.9,25.2,BH-BH,5.482406590294595e+17,5.490000000000008e+17,78.47065437552077,5.882702454513675,1.120218e+26,1.5769392305954748e+27,-6.172e+25,8.0236e+25,4.786980945732228e+26,8.089997798287465e+26
GW190701_203306,GW190701_203306-v1,1246048404.6,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190701_203306-v1,53.9,-8.0,11.8,40.8,-12.0,8.7,11.58996006414267,,,2060.0,-730.0,760.0,-0.07,-0.29,0.23,94.3,-9.5,12.1,40.3,-4.9,5.4,40.74547275819509,-8.1,7.3,0.37,-0.12,0.11,0.0108613686053685,,,0.997879,,,90.2,-8.9,11.3,BH-BH,4.0443983043156666e+17,4.049999999999987e+17,60.51494778125466,4.1624473779148605,6.357160000000001e+25,5.078508085327321e+26,-2.25278e+25,2.34536e+25,6.3774553649517595e+25,6.912400485637337e+25
GW190701_203306,GW190701_203306-v2,1246048404.5,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190701_203306-v2,54.1,-8.0,12.6,40.5,-12.1,8.7,11.2,-0.4,0.2,2090.0,-740.0,770.0,-0.08,-0.31,0.23,94.3,-9.5,12.0,40.2,-5.0,5.4,40.664285487607266,,,0.38,-0.12,0.11,0.0057,,,0.99986,,,90.2,-8.9,11.2,BH-BH,3.95452278644199e+17,3.959999999999992e+17,79.38704619591049,4.248326686981663,6.44974e+25,5.227502867263237e+26,-2.2836400000000003e+25,2.37622e+25,6.5533769147074205e+25,7.0955025068115936e+25
GW190630_185205,GW190630_185205-v1,1245955943.2,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190630_185205-v1,35.1,-5.6,6.9,23.7,-5.1,5.2,15.64051208963232,,,890.0,-370.0,560.0,0.1,-0.13,0.12,59.1,-4.8,4.6,24.9,-2.1,2.1,25.012540927411322,-1.5,1.6,0.18,-0.07,0.1,1e-05,,,1.0,,,56.4,-4.6,4.4,BH-BH,2.157012428968361e+17,2.1599999999999987e+17,54.44160367279517,2.2915529145627493,2.74654e+25,9.479419017786245e+25,-1.1418200000000001e+25,1.72816e+25,1.6383442286768551e+25,3.7529930614540665e+25
GW190630_185205,GW190630_185205-v2,1245955943.1,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190630_185205-v2,35.1,-5.5,6.5,24.0,-5.2,5.5,16.4,-0.3,0.2,870.0,-360.0,530.0,0.1,-0.13,0.14,59.4,-4.8,4.7,25.1,-2.1,2.2,25.176393550464663,,,0.18,-0.07,0.09,1e-05,,,1.0,,,56.6,-4.5,4.4,BH-BH,2.246887946842044e+17,2.25e+17,57.045954644379464,2.2915529145627493,2.68482e+25,9.05816469456181e+25,-1.11096e+25,1.63558e+25,1.5509818264172416e+25,3.361657369140457e+25
GW190620_030421,GW190620_030421-v1,1245035079.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190620_030421-v1,57.1,-12.7,16.0,35.5,-12.3,12.2,10.91846314686192,,,2810.0,-1310.0,1680.0,0.33,-0.25,0.22,92.1,-13.1,18.5,38.3,-6.5,8.3,38.97592935482233,-11.2,9.0,0.49,-0.2,0.23,0.0029209383726319,,,0.999133,,,87.2,-12.1,16.8,BH-BH,4.8532779651788077e+17,4.859999999999992e+17,48.47869165226947,5.122716585379495,8.67166e+25,9.449620061399061e+26,-4.04266e+25,5.18448e+25,2.053734500242769e+26,3.3776937553086594e+26
GW190620_030421,GW190620_030421-v2,1245035079.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190620_030421-v2,58.0,-13.3,19.2,35.0,-14.5,13.1,12.1,-0.4,0.3,2910.0,-1320.0,1710.0,0.34,-0.29,0.22,92.7,-13.2,18.5,38.1,-7.2,8.5,38.976338020958906,,,0.5,-0.2,0.23,0.011,,,0.98748,,,88.0,-12.4,17.2,BH-BH,4.493775893684088e+17,4.5e+17,12.287721406968567,5.196239527320522,8.98026e+25,1.0134158336638769e+27,-4.07352e+25,5.277060000000001e+25,2.0852088999609583e+26,3.4994027458539025e+26
GW190602_175927,GW190602_175927-v1,1243533585.1,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190602_175927-v1,69.1,-13.0,15.7,47.8,-17.4,14.3,12.13087548611321,,,2690.0,-1120.0,1790.0,0.07,-0.24,0.25,116.3,-15.6,19.0,49.1,-8.5,9.1,49.863259473263504,-13.7,10.8,0.47,-0.17,0.25,1.1478437256536948e-05,,,0.999994,,,110.9,-14.9,17.7,BH-BH,5.392531072420893e+17,5.399999999999987e+17,19.7102284293974,4.972827042487625,8.30134e+25,8.659768205353242e+26,-3.45632e+25,5.52394e+25,1.5011972245816266e+26,3.8344914120551575e+26
GW190602_175927,GW190602_175927-v2,1243533585.0,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190602_175927-v2,71.8,-14.6,18.1,44.8,-19.6,15.5,13.2,-0.3,0.2,2840.0,-1280.0,1930.0,0.12,-0.28,0.25,115.6,-14.8,19.2,48.0,-9.7,9.5,49.10229202682982,,,0.49,-0.2,0.26,1e-05,,,1.0,,,110.5,-13.9,17.9,BH-BH,5.4824065902945824e+17,5.489999999999995e+17,12.828626711806082,5.122716585379495,8.76424e+25,9.652468378974464e+26,-3.95008e+25,5.95598e+25,1.9607473953719205e+26,4.4577563311894937e+26
GW190531_023648,GW190531_023648-v1,1243305426.3,1,GWTC-2.1-marginal,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190531_023648-v1,,,,,,,9.951,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,Unknown,,,67.27693701374024,0.0,,,,,,
GW190527_092055,GW190527_092055-v1,1242984073.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190527_092055-v1,36.5,-9.0,16.4,22.6,-8.1,10.5,8.867476217742222,,,2490.0,-1240.0,2480.0,0.11,-0.28,0.28,59.1,-9.8,21.3,24.3,-4.2,9.1,24.86126861716215,-5.5,21.7,0.44,-0.2,0.34,0.0622703513141335,,,0.988513,,,56.4,-9.3,20.2,BH-BH,2.42663898258941e+17,2.4300000000000026e+17,38.2920382968694,4.740656604505153,7.68414e+25,7.419940140408597e+26,-3.82664e+25,7.65328e+25,1.8401154755394683e+26,7.360461902157873e+26
GW190527_092055,GW190527_092055-v2,1242984073.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190527_092055-v2,35.6,-8.0,18.7,22.2,-8.7,9.0,8.0,-0.9,0.4,2520.0,-1230.0,2080.0,0.1,-0.22,0.22,58.1,-8.8,18.1,23.9,-3.9,6.8,24.338634889140884,,,0.44,-0.19,0.29,0.23,,,0.84784,,,55.5,-8.5,17.9,BH-BH,2.067136911094678e+17,2.0699999999999974e+17,55.77136220482325,4.740656604505153,7.77672e+25,7.599810949444486e+26,-3.79578e+25,6.4188800000000005e+25,1.8105558681995718e+26,5.1775985909039786e+26
GW190521_074359,GW190521_074359-v1,1242459857.5,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190521_074359-v1,42.2,-4.8,5.9,32.8,-6.4,5.4,24.67251912553722,,,1240.0,-570.0,400.0,0.09,-0.13,0.1,74.7,-4.8,7.0,32.1,-2.5,3.2,32.33698492075516,-3.0,2.2,0.24,-0.1,0.07,1e-05,,,1.0,,,71.0,-4.4,6.5,BH-BH,3.5950207149472704e+17,3.6e+17,91.68098265334837,2.935277119885595,3.82664e+25,1.8401154755394683e+26,-1.75902e+25,1.2344000000000001e+25,3.888225273171003e+25,1.9147923782928915e+25
GW190521_074359,GW190521_074359-v2,1242459857.4,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190521_074359-v2,43.4,-5.5,5.8,33.4,-6.8,5.2,25.9,-0.2,0.1,1080.0,-530.0,580.0,0.1,-0.13,0.13,76.3,-5.9,7.0,32.8,-2.8,3.2,33.087920514008026,,,0.21,-0.1,0.1,1e-05,,,1.0,,,72.6,-5.4,6.5,BH-BH,3.774771750694636e+17,3.7800000000000026e+17,32.43630062339874,2.6200651354299316,3.33288e+25,1.3958836437755176e+26,-1.63558e+25,1.7898800000000001e+25,3.361657369140457e+25,4.025850975360804e+25
GW190521,GW190521-v1,1242442967.4,1,O3_Discovery_Papers,https://doi.org/10.7935/1502-wj52,http://gwosc.org/api/v2/event-versions/GW190521-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,46.93446307320668,0.0,,,,,,
GW190521,GW190521-v2,1242442967.4,2,O3_Discovery_Papers,https://doi.org/10.7935/1502-wj52,http://gwosc.org/api/v2/event-versions/GW190521-v2,85.0,-14.0,21.0,66.0,-18.0,17.0,14.6,-0.4,0.4,5300.0,-2600.0,2400.0,0.08,-0.36,0.27,150.0,-17.0,29.0,64.0,-8.0,13.0,65.10020067317743,-14.0,12.0,0.82,-0.34,0.28,,,,,,,,,,BH-BH,,,77.99960246887439,7.128097783682224,1.63558e+26,3.361657369140457e+27,-8.0236e+25,7.4064e+25,8.089997798287465e+26,6.893252561854408e+26
GW190521,GW190521-v3,1242442967.4,3,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190521-v3,95.3,-18.9,28.7,69.0,-23.1,22.7,14.376046048896756,,,3920.0,-1950.0,2190.0,0.03,-0.39,0.32,163.9,-23.5,39.2,69.2,-10.6,17.0,70.41054114621497,-17.6,15.2,0.64,-0.28,0.28,0.0002039635028,,,0.999624,,,156.3,-22.4,36.8,BH-BH,7.190041429894541e+17,7.2e+17,30.59183489424602,6.134300340434174,1.2097120000000001e+26,1.8389666001124926e+27,-6.017700000000001e+25,6.7583400000000006e+25,4.5506237615367e+26,5.739709828456585e+26
GW190521,GW190521_030229-v4,1242442967.4,4,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190521-v4,98.4,-21.7,33.6,57.2,-30.1,27.1,14.3,-0.4,0.5,3310.0,-1800.0,2790.0,-0.14,-0.45,0.5,153.1,-16.2,42.2,63.3,-14.6,19.6,64.8384699399458,,,0.56,-0.27,0.36,0.0013,,,0.99989,,,147.4,-16.0,40.0,BH-BH,7.36979246564192e+17,7.380000000000015e+17,16.92819188459137,5.618376762815243,1.021466e+26,1.3111660484884216e+27,-5.5548e+25,8.60994e+25,3.877454566043104e+26,9.31558459491856e+26
GW190519_153544,GW190519_153544-v1,1242315362.4,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190519_153544-v1,66.0,-12.0,10.7,40.5,-11.1,11.0,13.952630576346529,,,2530.0,-920.0,1830.0,0.31,-0.22,0.2,106.6,-14.8,13.5,44.5,-7.1,6.4,44.74344853960157,-10.3,7.7,0.44,-0.14,0.25,1e-05,,,1.0,,,101.0,-13.8,12.4,BH-BH,4.9431534830524966e+17,4.95e+17,36.077630762239124,4.740656604505153,7.80758e+25,7.660246583884356e+26,-2.8391200000000003e+25,5.647380000000001e+25,1.0129251681169396e+26,4.0077801222906656e+26
GW190519_153544,GW190519_153544-v2,1242315362.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190519_153544-v2,65.1,-11.0,10.8,40.8,-12.7,11.5,15.9,-0.3,0.2,2600.0,-960.0,1720.0,0.33,-0.24,0.2,105.6,-13.9,14.4,44.3,-7.5,6.8,44.623691960171186,,,0.45,-0.15,0.24,1e-05,,,1.0,,,100.0,-12.9,13.0,BH-BH,5.302655554547216e+17,5.309999999999992e+17,24.5099158528604,4.819045517993419,8.0236e+25,8.089997798287465e+26,-2.96256e+25,5.3079200000000005e+25,1.1029204098967052e+26,3.540451107463556e+26
GW190517_055101,GW190517_055101-v1,1242107479.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190517_055101-v1,37.4,-7.6,11.7,25.3,-7.3,7.0,10.687871630965631,,,1860.0,-840.0,1620.0,0.52,-0.19,0.19,63.5,-9.6,9.6,26.6,-4.0,4.0,26.67729343841163,-3.4,4.0,0.34,-0.14,0.24,5.720513515363399e-05,,,1.0,,,59.3,-8.9,9.1,BH-BH,3.0557676077051846e+17,3.060000000000005e+17,93.67278871083158,3.89789748507917,5.73996e+25,4.140259819963804e+26,-2.59224e+25,4.99932e+25,8.444234388271649e+25,3.1407381984949146e+26
GW190517_055101,GW190517_055101-v2,1242107479.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190517_055101-v2,39.2,-9.2,13.9,24.0,-7.9,7.4,10.8,-0.6,0.5,1790.0,-880.0,1750.0,0.49,-0.28,0.21,64.1,-9.8,9.9,26.5,-4.2,4.0,26.543303298369196,,,0.33,-0.15,0.26,0.00035,,,1.0,,,60.1,-9.4,9.9,BH-BH,2.7861410540841357e+17,2.7900000000000013e+17,82.73083416079753,3.8073479136385084,5.52394e+25,3.8344914120551575e+26,-2.71568e+25,5.4005e+25,9.267595110937593e+25,3.665032286576237e+26
GW190514_065416,GW190514_065416-v1,1241852074.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190514_065416-v1,39.0,-8.2,14.7,28.4,-8.8,9.3,8.304493549646196,,,4130.0,-2170.0,2650.0,-0.19,-0.32,0.29,67.2,-10.8,18.7,28.5,-4.8,7.9,28.899996418597922,-7.7,7.5,0.67,-0.31,0.33,0.5266876793595081,,,0.95959,,,64.5,-10.4,17.9,BH-BH,2.606390018336776e+17,2.610000000000005e+17,67.00633808593811,6.315102188336158,1.2745180000000001e+26,2.0412763823315012e+27,-6.69662e+25,8.1779e+25,5.635353643839621e+26,8.404143422851143e+26
GW190514_065416,GW190514_065416-v2,1241852074.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190514_065416-v2,40.9,-9.3,17.3,28.4,-10.1,10.0,8.0,-0.6,0.3,3890.0,-2070.0,2610.0,-0.08,-0.35,0.29,69.3,-12.1,19.8,29.1,-5.4,8.1,29.571839601774652,,,0.64,-0.3,0.33,2.8,,,0.76021,,,66.4,-11.5,19.0,BH-BH,2.6063900183367635e+17,2.6099999999999923e+17,88.43145311689459,6.134300340434174,1.2004540000000001e+26,1.8109268592228667e+27,-6.388020000000001e+25,8.05446e+25,5.127933663592006e+26,8.152348225105626e+26
GW190513_205428,GW190513_205428-v1,1241816086.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190513_205428-v1,35.7,-9.2,9.5,18.0,-4.1,7.7,12.28987773592599,,,2060.0,-800.0,880.0,0.11,-0.17,0.28,53.9,-5.9,8.6,21.6,-1.9,3.8,21.8157212404847,-2.5,5.6,0.37,-0.13,0.13,1e-05,,,1.0,,,51.6,-5.8,8.2,BH-BH,1.887385875347318e+17,1.8900000000000013e+17,82.33048692092031,4.1624473779148605,6.357160000000001e+25,5.078508085327321e+26,-2.4688000000000003e+25,2.71568e+25,7.659169513171566e+25,9.267595110937593e+25
GW190513_205428,GW190513_205428-v2,1241816086.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190513_205428-v2,36.0,-9.7,10.6,18.3,-4.7,7.4,12.5,-0.4,0.3,2210.0,-810.0,990.0,0.16,-0.22,0.29,54.4,-6.7,9.3,21.8,-2.2,3.8,22.094907532870582,,,0.4,-0.13,0.14,1.3e-05,,,0.99998,,,52.1,-6.6,8.8,BH-BH,1.977261393220995e+17,1.979999999999996e+17,26.791305299743225,4.41673799576294,6.82006e+25,5.845023409262694e+26,-2.49966e+25,3.05514e+25,7.851845496237287e+25,1.1729300062280392e+26
GW190512_180714,GW190512_180714-v1,1241719652.4,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190512_180714-v1,23.3,-5.8,5.3,12.6,-2.5,3.6,12.26449406234808,,,1430.0,-550.0,550.0,0.03,-0.13,0.12,35.9,-3.5,3.8,14.6,-1.0,1.3,14.778045180141332,-0.8,0.9,0.27,-0.1,0.09,1e-05,,,1.0,,,34.5,-3.5,3.8,BH-BH,1.2582572502315434e+17,1.2599999999999987e+17,90.330309864098,3.237829908101076,4.41298e+25,2.447224333981958e+26,-1.6973000000000001e+25,1.6973000000000001e+25,3.6201543402099977e+25,3.6201543402099977e+25
GW190512_180714,GW190512_180714-v2,1241719652.4,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190512_180714-v2,23.2,-5.6,5.6,12.5,-2.6,3.5,12.7,-0.4,0.3,1460.0,-590.0,510.0,0.02,-0.14,0.13,35.8,-3.5,4.1,14.6,-0.9,1.4,14.686055175431704,,,0.28,-0.1,0.08,1e-05,,,1.0,,,34.3,-3.4,4.1,BH-BH,1.2582572502315498e+17,1.2600000000000051e+17,58.540801772408564,3.3359733403076834,4.50556e+25,2.5509821459807038e+26,-1.82074e+25,1.57386e+25,4.165870168023471e+25,3.112734359962381e+25
GW190503_185404,GW190503_185404-v1,1240944862.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190503_185404-v1,43.3,-8.1,9.2,28.4,-8.0,7.7,12.20867275049248,,,1450.0,-630.0,690.0,-0.03,-0.26,0.2,71.7,-8.3,9.4,30.2,-4.2,4.2,30.393443736316087,-6.0,5.3,0.27,-0.11,0.11,1e-05,,,1.0,,,68.6,-7.7,8.8,BH-BH,2.7861410540841296e+17,2.789999999999995e+17,82.66961396476563,3.237829908101076,4.4747e+25,2.5161568596005024e+26,-1.94418e+25,2.12934e+25,4.749881843402804e+25,5.697704070657784e+25
GW190503_185404,GW190503_185404-v2,1240944862.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190503_185404-v2,41.3,-7.7,10.3,28.3,-9.2,7.5,12.2,-0.4,0.2,1520.0,-600.0,630.0,-0.05,-0.3,0.23,69.4,-8.6,10.1,29.3,-4.4,4.5,29.65651018999664,,,0.29,-0.1,0.1,1e-05,,,1.0,,,66.5,-7.9,9.4,BH-BH,2.7861410540841296e+17,2.789999999999995e+17,90.64821699311439,3.4327993697707404,4.69072e+25,2.764960194254935e+26,-1.8516e+25,1.94418e+25,4.308282851159005e+25,4.749881843402804e+25
GW190426_190642,GW190426_190642-v1,1240340820.6,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190426_190642-v1,105.5,-24.1,45.3,76.0,-36.5,26.2,8.7,-0.6,0.4,4580.0,-2280.0,3400.0,0.23,-0.41,0.42,182.3,-35.7,40.2,76.0,-17.4,19.1,77.74353878640528,,,0.73,-0.32,0.41,4.1,,,0.75053,,,172.9,-33.6,37.7,BH-BH,7.729294537136626e+17,7.739999999999995e+17,38.62031274746775,6.657689654501436,1.413388e+26,2.5103406777514373e+27,-7.03608e+25,1.04924e+26,6.221160437073604e+26,1.3834374933166137e+27
GW190426_152155,GW190426_152155-v1,1240327333.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190426_152155-v1,5.7,-2.3,3.9,1.5,-0.5,0.8,10.12041364677255,,,370.0,-160.0,180.0,-0.03,-0.3,0.32,7.2,-1.5,3.5,2.41,-0.08,0.08,2.441817318069297,-0.01,0.01,0.08,-0.03,0.04,1.443741335492165,,,,,,,,,NS-BH,,,19.90467320749091,1.0914150995767702,1.1418200000000001e+25,1.6383442286768551e+25,-4.9376e+24,5.5548e+24,3.063667805268626e+24,3.877454566043104e+24
