name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper,merger_type,energy_released,E_GW,frequency,lookback_time,luminosity_distance_m,luminosity,luminosity_distance_lower_m,luminosity_distance_upper_m,luminosity_lower,luminosity_upper
GW170818,GW170818-v1,1187058327.1,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170818-v1,35.4,-4.7,7.5,26.7,-5.2,4.3,12.0,-0.4,0.3,1060.0,-380.0,420.0,-0.09,-0.21,0.18,,,,26.5,-1.7,2.1,26.7110151707109,,,0.21,-0.07,0.07,4.2e-05,,,1.0,,,59.4,-3.8,4.9,BH-BH,2.4266389825894038e+17,2.429999999999996e+17,88.9605418042883,2.6200651354299316,3.27116e+25,1.3446629476561828e+26,-1.17268e+25,1.29612e+25,1.7281001214093343e+25,2.111058597067912e+25
GW170817,GW170817-v3,1187008882.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170817-v3,1.46,-0.1,0.12,1.27,-0.09,0.09,33.0,,,40.0,-15.0,7.0,0.0,-0.01,0.02,,,,1.186,-0.001,0.001,1.1848446629484104,,,0.01,0.0,0.0,1e-07,,,1.0,,,2.8,,,NS-NS,-6291286251157709.0,-6299999999999986.0,33.21474649436401,0.14346204835892964,1.2344e+24,1.914792378292891e+23,-4.629e+23,2.1602000000000002e+23,2.692676781974378e+22,5.86405165852198e+21
GW170814,GW170814-v3,1186741861.5,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170814-v3,30.6,-3.0,5.6,25.2,-4.0,2.8,17.7,-0.3,0.2,600.0,-220.0,150.0,0.07,-0.12,0.12,,,,24.1,-1.1,1.4,24.15162409644993,,,0.12,-0.04,0.03,1e-07,,,1.0,,,53.2,-2.4,3.2,BH-BH,2.3367634647157206e+17,2.339999999999995e+17,69.39856414307611,1.5918692443744205,1.8516e+25,4.308282851159005e+25,-6.7892e+24,4.629e+24,5.792246944335996e+24,2.6926767819743783e+24
GW170809,GW170809-v1,1186302519.8,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170809-v1,35.0,-5.9,8.3,23.8,-5.2,5.1,12.8,-0.3,0.2,1030.0,-390.0,320.0,0.08,-0.17,0.17,,,,24.9,-1.7,2.1,25.03292139362689,,,0.2,-0.07,0.05,1e-07,,,1.0,,,56.3,-3.8,5.2,BH-BH,2.246887946842044e+17,2.25e+17,83.54999801810942,2.5120715932129736,3.1785800000000003e+25,1.2696270213318303e+26,-1.20354e+25,9.8752e+24,1.8202495046146794e+25,1.2254671221074503e+25
GW170729,GW170729-v1,1185389807.3,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170729-v1,50.2,-10.2,16.2,34.0,-10.1,9.1,10.8,,,2840.0,-1360.0,1400.0,0.37,-0.25,0.21,,,,35.4,-4.8,6.5,35.83002920940857,,,0.49,-0.21,0.19,0.02,,,0.98,,,79.5,-10.2,14.7,BH-BH,4.224149340063045e+17,4.2300000000000026e+17,59.96807304395161,5.122716585379495,8.76424e+25,9.652468378974464e+26,-4.1969600000000005e+25,4.3204e+25,2.2134999893065827e+26,2.3456206634087918e+26
GW170608,GW170608-v3,1180922494.5,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170608-v3,11.0,-1.7,5.5,7.6,-2.2,1.4,15.4,,,320.0,-110.0,120.0,0.03,-0.07,0.19,,,,7.9,-0.2,0.2,7.9327026893503945,,,0.07,-0.02,0.02,1e-07,,,1.0,,,17.8,-0.7,3.4,BH-BH,7.190041429894547e+16,7.200000000000006e+16,57.66855205204058,0.9617790421303338,9.8752e+24,1.2254671221074503e+25,-3.3946e+24,3.7032e+24,1.448061736083999e+24,1.723313140463602e+24
GW170104,GW170104-v2,1167559936.6,2,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170104-v2,30.8,-5.6,7.3,20.0,-4.6,4.9,13.8,-0.3,0.2,990.0,-430.0,440.0,-0.04,-0.21,0.17,,,,21.4,-1.8,2.2,21.506794472871857,,,0.2,-0.08,0.08,1e-07,,,1.0,,,48.9,-4.0,5.1,BH-BH,1.7076348395999523e+17,1.7099999999999987e+17,31.76670618104065,2.5120715932129736,3.05514e+25,1.1729300062280392e+26,-1.3269800000000001e+25,1.35784e+25,2.2127819421647227e+25,2.3168987777343984e+25
GW151226,GW151226-v2,1135136350.6,2,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW151226-v2,13.7,-3.2,8.8,7.7,-2.5,2.2,13.1,,,450.0,-190.0,180.0,0.18,-0.12,0.2,,,,8.9,-0.3,0.3,8.86837442246053,,,0.09,-0.04,0.04,1e-07,,,1.0,,,20.5,-1.5,6.4,BH-BH,8.088796608631346e+16,8.099999999999987e+16,18.379249102530927,1.219210961688195,1.3887e+25,2.42340910377694e+25,-5.8634e+24,5.5548e+24,4.3202503035233357e+24,3.877454566043104e+24
GW151012,GW151012-v3,1128678900.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW151012-v3,23.2,-5.5,14.9,13.6,-4.8,4.1,10.0,,,1080.0,-490.0,550.0,0.05,-0.2,0.31,,,,15.2,-1.2,2.1,15.354885143813442,,,0.21,-0.09,0.09,0.00792,,,1.0,,,35.6,-3.8,10.8,BH-BH,1.0785062144841773e+17,1.0799999999999962e+17,90.74941821579941,2.6200651354299316,3.33288e+25,1.3958836437755176e+26,-1.5121400000000001e+25,1.6973000000000001e+25,2.8733853126757697e+25,3.6201543402099977e+25
GW150914,GW150914-v3,1126259462.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW150914-v3,35.6,-3.1,4.7,30.6,-4.4,3.0,26.0,-0.2,0.1,440.0,-170.0,150.0,-0.01,-0.13,0.12,,,,28.6,-1.5,1.7,28.71648348924461,,,0.09,-0.03,0.03,1e-07,,,1.0,,,63.1,-3.0,3.4,BH-BH,2.7861410540841357e+17,2.7900000000000013e+17,91.03762514469975,1.219210961688195,1.35784e+25,2.3168987777343984e+25,-5.246200000000001e+24,4.629e+24,3.4585937332915355e+24,2.6926767819743783e+24
GW190930_133541,GW190930_133541-v2,1253885759.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190930_133541-v2,14.2,-4.0,8.0,6.9,-2.1,2.4,9.7,-0.5,0.3,770.0,-320.0,320.0,0.19,-0.16,0.22,21.2,-2.0,5.9,8.5,-0.4,0.5,8.507970394694674,,,0.16,-0.06,0.06,0.012,,,0.99785,,,20.2,-2.0,6.1,BH-BH,8.088796608631378e+16,8.10000000000002e+16,66.97913115459411,2.0648219826056464,2.37622e+25,7.0955025068115936e+25,-9.8752e+24,9.8752e+24,1.2254671221074503e+25,1.2254671221074503e+25
GW190929_012149,GW190929_012149-v2,1253755327.4,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190929_012149-v2,66.3,-16.6,21.6,26.8,-10.6,14.7,9.7,-0.6,0.4,3130.0,-1370.0,2510.0,-0.03,-0.28,0.23,93.3,-15.0,23.3,35.6,-7.4,10.2,35.9748554237857,,,0.53,-0.2,0.33,0.16,,,0.87042,,,90.3,-14.6,22.3,BH-BH,2.5165145004630867e+17,2.5199999999999974e+17,40.51268119438306,5.411295667963987,9.65918e+25,1.1724393406811016e+27,-4.2278200000000005e+25,7.74586e+25,2.246171134261205e+26,7.539614664051905e+26
GW190926_050336,GW190926_050336-v1,1253509434.0,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190926_050336-v1,41.1,-12.5,20.8,20.4,-8.2,11.4,8.1,-0.8,0.6,3280.0,-1730.0,3400.0,-0.02,-0.32,0.25,61.9,-12.0,22.7,24.4,-4.9,9.0,24.906240098732304,,,0.55,-0.26,0.44,1.1,,,0.54334,,,59.6,-11.8,22.1,BH-BH,1.7076348395999523e+17,1.7099999999999987e+17,41.428861715139476,5.550213112592297,1.012208e+26,1.28750639516414e+27,-5.3387800000000004e+25,1.04924e+26,3.581738818120496e+26,1.3834374933166137e+27
GW190925_232845,GW190925_232845-v1,1253489343.1,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190925_232845-v1,20.8,-2.9,6.5,15.5,-3.6,2.5,9.7,-0.6,0.3,930.0,-350.0,460.0,0.09,-0.15,0.16,36.7,-2.8,3.6,15.6,-1.1,1.1,15.597525160698774,,,0.19,-0.07,0.08,0.0072,,,0.98849,,,34.9,-2.6,3.5,BH-BH,1.2582572502315434e+17,1.2599999999999987e+17,75.33601109832155,2.402575900918615,2.86998e+25,1.035064954990951e+26,-1.0801e+25,1.4195600000000001e+25,1.4660129146304949e+25,2.532312920292349e+25
GW190924_021846,GW190924_021846-v2,1253326744.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190924_021846-v2,8.8,-1.8,4.3,5.1,-1.5,1.2,12.0,-0.4,0.3,550.0,-220.0,220.0,0.03,-0.08,0.2,13.9,-0.9,2.8,5.8,-0.2,0.2,5.789335908391477,,,0.11,-0.04,0.04,1e-05,,,1.0,,,13.3,-0.9,3.0,BH-BH,5.392531072420902e+16,5.399999999999997e+16,90.73992339573194,1.4694075140077603,1.6973000000000001e+25,3.6201543402099977e+25,-6.7892e+24,6.7892e+24,5.792246944335996e+24,5.792246944335996e+24
GW190917_114630,GW190917_114630-v1,1252756008.0,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190917_114630-v1,9.7,-3.9,3.4,2.1,-0.4,1.1,8.3,-0.8,0.5,720.0,-310.0,300.0,-0.08,-0.43,0.21,11.8,-2.8,3.0,3.7,-0.2,0.2,3.7240732608651372,,,0.15,-0.06,0.05,0.66,,,0.76643,,,11.6,-2.9,3.1,NS-BH,1.7975103574736288e+16,1.7999999999999936e+16,89.83777818386056,1.9490612047821398,2.22192e+25,6.203927305668966e+25,-9.5666e+24,9.258e+24,1.1500721722121677e+25,1.0770707127897513e+25
GW190916_200658,GW190916_200658-v1,1252699636.9,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190916_200658-v1,43.8,-12.6,19.9,23.3,-10.0,12.5,8.1,-0.5,0.3,4940.0,-2380.0,3710.0,0.2,-0.31,0.33,68.0,-13.1,18.3,26.9,-5.4,8.2,27.53933917671634,,,0.77,-0.32,0.45,4.7,,,0.65727,,,65.0,-12.6,17.3,BH-BH,1.887385875347312e+17,1.889999999999995e+17,80.18879912718614,6.872883703437711,1.524484e+26,2.920489205181775e+27,-7.34468e+25,1.144906e+26,6.778843717251408e+26,1.6472121108788239e+27
GW190915_235702,GW190915_235702-v2,1252627040.6,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190915_235702-v2,32.6,-4.9,8.8,24.5,-5.8,4.9,13.1,-0.3,0.2,1750.0,-650.0,710.0,-0.03,-0.24,0.19,57.2,-5.3,7.1,24.4,-2.3,3.0,24.55291096740304,,,0.32,-0.11,0.11,1e-05,,,1.0,,,54.7,-5.0,6.6,BH-BH,2.157012428968361e+17,2.1599999999999987e+17,67.78284815388591,3.715583215320484,5.4005e+25,3.665032286576237e+26,-2.0059e+25,2.19106e+25,5.056248623929665e+25,6.03279273685904e+25
GW190910_112807,GW190910_112807-v2,1252150105.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190910_112807-v2,43.8,-6.8,7.6,34.2,-7.3,6.6,14.5,-0.3,0.2,1520.0,-630.0,1090.0,0.0,-0.2,0.17,78.0,-9.1,9.3,33.5,-4.1,4.2,33.641953747767694,,,0.29,-0.11,0.17,0.0029,,,0.99669,,,74.4,-8.6,8.5,BH-BH,3.235518643452538e+17,3.239999999999995e+17,17.572596849554394,3.4327993697707404,4.69072e+25,2.764960194254935e+26,-1.94418e+25,3.3637400000000003e+25,4.749881843402804e+25,1.4218530154061151e+26
GW190828_065509,GW190828_065509-v2,1251010527.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190828_065509-v2,23.7,-6.7,6.8,10.4,-2.2,3.8,10.2,-0.5,0.4,1540.0,-650.0,690.0,0.05,-0.17,0.16,34.3,-4.3,5.2,13.4,-1.0,1.4,13.443679039789581,,,0.29,-0.11,0.11,3.5e-05,,,0.99998,,,33.0,-4.3,5.3,BH-BH,9.886306966105006e+16,9.900000000000013e+16,24.54658426851524,3.4327993697707404,4.75244e+25,2.8382010027246374e+26,-2.0059e+25,2.12934e+25,5.056248623929665e+25,5.697704070657784e+25
GW190828_063405,GW190828_063405-v2,1251009263.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190828_063405-v2,31.9,-4.1,5.4,25.8,-5.3,4.9,16.5,-0.3,0.2,2070.0,-920.0,650.0,0.15,-0.16,0.15,57.2,-4.3,7.9,24.6,-2.0,3.6,24.94658318504233,,,0.38,-0.15,0.1,1e-05,,,1.0,,,54.3,-4.0,7.3,BH-BH,3.0557676077051846e+17,3.060000000000005e+17,90.86987696743714,4.248326686981663,6.388020000000001e+25,5.127933663592006e+26,-2.8391200000000003e+25,2.0059e+25,1.0129251681169396e+26,5.056248623929665e+25
GW190814,GW190814_211039-v3,1249852257.0,3,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190814-v3,23.3,-1.4,1.4,2.6,-0.1,0.1,25.3,-0.2,0.1,230.0,-50.0,40.0,0.0,-0.07,0.07,25.9,-1.3,1.3,6.11,-0.05,0.06,6.11980534483173,,,0.05,-0.01,0.01,1e-05,,,1.0,,,25.7,-1.3,1.3,Unknown,1.7975103574736608e+16,1.8000000000000256e+16,64.57861536936309,0.6968567320217314,7.097800000000001e+24,6.330782300730873e+24,-1.5430000000000002e+24,1.2344e+24,2.991863091082643e+23,1.914792378292891e+23
GW190805_211137,GW190805_211137-v1,1249074715.3,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190805_211137-v1,46.2,-11.2,15.4,30.6,-11.3,11.8,8.1,-0.7,0.5,6130.0,-3080.0,3720.0,0.37,-0.39,0.29,76.7,-13.8,19.5,31.9,-6.3,8.8,32.5946106166014,,,0.92,-0.4,0.43,0.63,,,0.95372,,,72.4,-13.2,18.2,BH-BH,3.9545227864420026e+17,3.960000000000005e+17,10.827734645496669,7.596661194557911,1.891718e+26,4.4969976074921343e+27,-9.50488e+25,1.147992e+26,1.135280401089855e+27,1.6561039279855216e+27
GW190803_022701,GW190803_022701-v2,1248834439.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190803_022701-v2,37.7,-6.7,9.8,27.6,-8.5,7.6,9.3,-0.5,0.3,3190.0,-1470.0,1630.0,-0.01,-0.28,0.23,65.0,-8.1,12.0,27.6,-3.8,5.4,28.01351614168978,,,0.54,-0.22,0.22,0.073,,,0.97383,,,62.1,-7.6,11.2,BH-BH,2.8760165719578253e+17,2.880000000000009e+17,19.132438857942887,5.481190549783247,9.844340000000001e+25,1.2178199200466433e+27,-4.53642e+25,5.03018e+25,2.5860467814081922e+26,3.17963241867899e+26
GW190731_140936,GW190731_140936-v2,1248617394.6,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190731_140936-v2,41.8,-9.1,12.7,29.0,-9.9,10.2,8.8,-0.4,0.3,3330.0,-1770.0,2350.0,0.07,-0.25,0.28,70.7,-11.4,16.3,29.7,-5.3,7.4,30.20910900458943,,,0.56,-0.26,0.31,0.33,,,0.83427,,,67.4,-10.8,15.3,BH-BH,3.0557676077051725e+17,3.059999999999992e+17,69.71515921972502,5.618376762815243,1.027638e+26,1.3270588252282525e+27,-5.46222e+25,7.2521e+25,3.7492831512211245e+26,6.609025568201557e+26
GW190728_064510,GW190728_064510-v2,1248331528.5,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190728_064510-v2,12.5,-2.3,6.9,8.0,-2.6,1.7,13.1,-0.4,0.3,880.0,-380.0,260.0,0.13,-0.07,0.19,20.7,-1.4,4.2,8.6,-0.3,0.6,8.662619282129205,,,0.18,-0.07,0.05,1e-05,,,1.0,,,19.7,-1.4,4.4,BH-BH,7.190041429894547e+16,7.200000000000006e+16,10.455542546159682,2.2915529145627493,2.71568e+25,9.267595110937593e+25,-1.17268e+25,8.023600000000001e+24,1.7281001214093343e+25,8.089997798287467e+24
GW190727_060333,GW190727_060333-v2,1248242631.9,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190727_060333-v2,38.9,-6.0,8.9,30.2,-8.3,6.5,11.7,-0.5,0.2,3070.0,-1230.0,1300.0,0.09,-0.27,0.25,68.8,-7.8,10.2,29.4,-3.7,4.6,29.790535990172472,,,0.52,-0.18,0.18,1e-05,,,1.0,,,65.4,-7.3,9.5,BH-BH,3.325394161326215e+17,3.32999999999999e+17,24.472724627574877,5.340514827983437,9.47402e+25,1.1279204178857917e+27,-3.79578e+25,4.0118e+25,1.8105558681995718e+26,2.022499449571866e+26
GW190725_174728,GW190725_174728-v1,1248112066.4,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190725_174728-v1,11.8,-3.0,10.1,6.3,-2.5,2.1,9.1,-0.7,0.4,1030.0,-430.0,520.0,-0.04,-0.16,0.36,18.3,-1.9,7.4,7.4,-0.5,0.5,7.433576566900096,,,0.2,-0.08,0.09,0.46,,,0.96021,,,17.6,-1.8,7.7,BH-BH,4.493775893684088e+16,4.5e+16,59.38604104299275,2.5120715932129736,3.1785800000000003e+25,1.2696270213318303e+26,-1.3269800000000001e+25,1.6047200000000001e+25,2.2127819421647227e+25,3.2359991193149866e+25
GW190720_000836,GW190720_000836-v2,1247616534.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190720_000836-v2,14.2,-3.3,5.6,7.5,-1.8,2.2,10.9,-0.8,0.3,770.0,-260.0,650.0,0.19,-0.11,0.14,21.8,-2.0,3.8,9.0,-0.8,0.4,8.894423781552417,,,0.16,-0.05,0.11,1e-05,,,1.0,,,20.8,-2.0,3.9,BH-BH,8.088796608631346e+16,8.099999999999987e+16,72.27056779234239,2.0648219826056464,2.37622e+25,7.0955025068115936e+25,-8.023600000000001e+24,2.0059e+25,8.089997798287467e+24,5.056248623929665e+25
GW190719_215514,GW190719_215514-v2,1247608532.9,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190719_215514-v2,36.6,-11.1,42.1,19.9,-9.3,10.0,7.9,-0.7,0.3,3730.0,-2070.0,3120.0,0.25,-0.32,0.33,57.2,-11.6,38.4,22.8,-4.3,8.3,23.280419807111752,,,0.61,-0.3,0.39,0.63,,,0.91976,,,54.5,-11.1,38.3,BH-BH,1.7975103574736352e+17,1.8e+17,68.67651335523405,5.946764782892191,1.151078e+26,1.6650196799969479e+27,-6.388020000000001e+25,9.62832e+25,5.127933663592006e+26,1.1649596829533948e+27
GW190708_232457,GW190708_232457-v2,1246663515.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190708_232457-v2,19.8,-4.3,4.3,11.6,-2.0,3.1,13.4,-0.3,0.2,930.0,-390.0,310.0,0.05,-0.1,0.1,31.4,-2.2,2.8,13.1,-0.6,0.9,13.100503216005242,,,0.19,-0.07,0.06,0.00031,,,0.99965,,,30.1,-2.1,2.9,BH-BH,1.1683817323578603e+17,1.1699999999999974e+17,30.18423785145038,2.402575900918615,2.86998e+25,1.035064954990951e+26,-1.20354e+25,9.5666e+24,1.8202495046146794e+25,1.1500721722121677e+25
GW190707_093326,GW190707_093326-v2,1246527224.1,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190707_093326-v2,12.1,-2.0,2.6,7.9,-1.3,1.6,13.1,-0.4,0.2,850.0,-400.0,340.0,-0.04,-0.09,0.1,20.1,-1.2,1.7,8.4,-0.4,0.6,8.473083335061578,,,0.17,-0.08,0.06,1e-05,,,1.0,,,19.2,-1.2,1.7,BH-BH,7.190041429894547e+16,7.200000000000006e+16,74.09612992127823,2.1789769927659757,2.6231e+25,8.646484333228836e+25,-1.2344000000000001e+25,1.0492400000000001e+25,1.9147923782928915e+25,1.3834374933166142e+25
GW190706_222641,GW190706_222641-v2,1246487219.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190706_222641-v2,74.0,-16.9,20.1,39.4,-15.4,18.4,13.4,-0.4,0.2,3630.0,-2000.0,2600.0,0.28,-0.31,0.25,112.6,-16.8,27.4,45.6,-9.1,13.0,46.54940713008244,,,0.6,-0.29,0.33,5e-05,,,1.0,,,107.3,-15.9,25.2,BH-BH,5.482406590294595e+17,5.490000000000008e+17,31.352417874712007,5.882702454513675,1.120218e+26,1.5769392305954748e+27,-6.172e+25,8.0236e+25,4.786980945732228e+26,8.089997798287465e+26
GW190701_203306,GW190701_203306-v2,1246048404.5,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190701_203306-v2,54.1,-8.0,12.6,40.5,-12.1,8.7,11.2,-0.4,0.2,2090.0,-740.0,770.0,-0.08,-0.31,0.23,94.3,-9.5,12.0,40.2,-5.0,5.4,40.664285487607266,,,0.38,-0.12,0.11,0.0057,,,0.99986,,,90.2,-8.9,11.2,BH-BH,3.95452278644199e+17,3.959999999999992e+17,39.285972834334096,4.248326686981663,6.44974e+25,5.227502867263237e+26,-2.2836400000000003e+25,2.37622e+25,6.5533769147074205e+25,7.0955025068115936e+25
GW190630_185205,GW190630_185205-v2,1245955943.1,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190630_185205-v2,35.1,-5.5,6.5,24.0,-5.2,5.5,16.4,-0.3,0.2,870.0,-360.0,530.0,0.1,-0.13,0.14,59.4,-4.8,4.7,25.1,-2.1,2.2,25.176393550464663,,,0.18,-0.07,0.09,1e-05,,,1.0,,,56.6,-4.5,4.4,BH-BH,2.246887946842044e+17,2.25e+17,77.18422646062217,2.2915529145627493,2.68482e+25,9.05816469456181e+25,-1.11096e+25,1.63558e+25,1.5509818264172416e+25,3.361657369140457e+25
GW190620_030421,GW190620_030421-v2,1245035079.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190620_030421-v2,58.0,-13.3,19.2,35.0,-14.5,13.1,12.1,-0.4,0.3,2910.0,-1320.0,1710.0,0.34,-0.29,0.22,92.7,-13.2,18.5,38.1,-7.2,8.5,38.976338020958906,,,0.5,-0.2,0.23,0.011,,,0.98748,,,88.0,-12.4,17.2,BH-BH,4.493775893684088e+17,4.5e+17,68.46696091424931,5.196239527320522,8.98026e+25,1.0134158336638769e+27,-4.07352e+25,5.277060000000001e+25,2.0852088999609583e+26,3.4994027458539025e+26
GW190602_175927,GW190602_175927-v2,1243533585.0,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190602_175927-v2,71.8,-14.6,18.1,44.8,-19.6,15.5,13.2,-0.3,0.2,2840.0,-1280.0,1930.0,0.12,-0.28,0.25,115.6,-14.8,19.2,48.0,-9.7,9.5,49.10229202682982,,,0.49,-0.2,0.26,1e-05,,,1.0,,,110.5,-13.9,17.9,BH-BH,5.4824065902945824e+17,5.489999999999995e+17,86.43010694447601,5.122716585379495,8.76424e+25,9.652468378974464e+26,-3.95008e+25,5.95598e+25,1.9607473953719205e+26,4.4577563311894937e+26
GW190527_092055,GW190527_092055-v2,1242984073.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190527_092055-v2,35.6,-8.0,18.7,22.2,-8.7,9.0,8.0,-0.9,0.4,2520.0,-1230.0,2080.0,0.1,-0.22,0.22,58.1,-8.8,18.1,23.9,-3.9,6.8,24.338634889140884,,,0.44,-0.19,0.29,0.23,,,0.84784,,,55.5,-8.5,17.9,BH-BH,2.067136911094678e+17,2.0699999999999974e+17,69.18516030703091,4.740656604505153,7.77672e+25,7.599810949444486e+26,-3.79578e+25,6.4188800000000005e+25,1.8105558681995718e+26,5.1775985909039786e+26
GW190521_074359,GW190521_074359-v2,1242459857.4,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190521_074359-v2,43.4,-5.5,5.8,33.4,-6.8,5.2,25.9,-0.2,0.1,1080.0,-530.0,580.0,0.1,-0.13,0.13,76.3,-5.9,7.0,32.8,-2.8,3.2,33.087920514008026,,,0.21,-0.1,0.1,1e-05,,,1.0,,,72.6,-5.4,6.5,BH-BH,3.774771750694636e+17,3.7800000000000026e+17,61.147774300192445,2.6200651354299316,3.33288e+25,1.3958836437755176e+26,-1.63558e+25,1.7898800000000001e+25,3.361657369140457e+25,4.025850975360804e+25
GW190521,GW190521_030229-v4,1242442967.4,4,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190521-v4,98.4,-21.7,33.6,57.2,-30.1,27.1,14.3,-0.4,0.5,3310.0,-1800.0,2790.0,-0.14,-0.45,0.5,153.1,-16.2,42.2,63.3,-14.6,19.6,64.8384699399458,,,0.56,-0.27,0.36,0.0013,,,0.99989,,,147.4,-16.0,40.0,BH-BH,7.36979246564192e+17,7.380000000000015e+17,18.430729104528325,5.618376762815243,1.021466e+26,1.3111660484884216e+27,-5.5548e+25,8.60994e+25,3.877454566043104e+26,9.31558459491856e+26
