name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper
GW190909_114149,GW190909_114149-v1,1252064527.7,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190909_114149-v1,45.8,-13.3,52.7,28.3,-12.7,13.4,9.047895,,,3770.0,-2220.0,3270.0,-0.06,-0.36,0.37,75.0,-17.6,55.9,30.9,-7.5,17.2,49.8,-12.4,32.2,0.62,-0.33,0.41,1.1112276612026477,,,0.886704,,,72.0,-16.8,54.9
GW190909_114149,GW190909_114149-v2,1252064527.7,2,GWTC-2.1-auxiliary,,http://gwosc.org/api/v2/event-versions/GW190909_114149-v2,,,,,,,9.047895,,,,,,,,,,,,,,,,,,,,,26.1830194416,,,0.1525430959725358,,,,,
GW190828_065509,GW190828_065509-v1,1251010527.9,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190828_065509-v1,24.1,-7.2,7.0,10.2,-2.1,3.6,11.12790886853085,,,1600.0,-600.0,620.0,0.08,-0.16,0.16,34.4,-4.4,5.4,13.3,-1.0,1.2,17.4,-0.7,0.6,0.3,-0.1,0.1,1e-05,,,1.0,,,33.1,-4.5,5.5
GW190828_065509,GW190828_065509-v2,1251010527.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190828_065509-v2,23.7,-6.7,6.8,10.4,-2.2,3.8,10.2,-0.5,0.4,1540.0,-650.0,690.0,0.05,-0.17,0.16,34.3,-4.3,5.2,13.4,-1.0,1.4,,,,0.29,-0.11,0.11,3.5e-05,,,0.99998,,,33.0,-4.3,5.3
GW190828_063405,GW190828_063405-v1,1251009263.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190828_063405-v1,32.1,-4.0,5.8,26.2,-4.8,4.6,16.629603122143354,,,2130.0,-930.0,660.0,0.19,-0.16,0.15,58.0,-4.8,7.7,25.0,-2.1,3.4,34.5,-2.8,2.9,0.38,-0.15,0.1,1e-05,,,1.0,,,54.9,-4.3,7.2
GW190828_063405,GW190828_063405-v2,1251009263.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190828_063405-v2,31.9,-4.1,5.4,25.8,-5.3,4.9,16.5,-0.3,0.2,2070.0,-920.0,650.0,0.15,-0.16,0.15,57.2,-4.3,7.9,24.6,-2.0,3.6,,,,0.38,-0.15,0.1,1e-05,,,1.0,,,54.3,-4.0,7.3
GW190814,GW190814-v1,1249852257.0,1,O3_Discovery_Papers,https://doi.org/10.7935/zzw5-ak90,http://gwosc.org/api/v2/event-versions/GW190814-v1,23.2,-1.0,1.1,2.59,-0.09,0.08,25.0,-0.2,0.1,241.0,-45.0,41.0,-0.002,-0.061,0.06,25.8,-0.9,1.0,6.09,-0.06,0.06,6.41,-0.02,0.02,0.053,-0.01,0.009,,,,,,,,,
GW190814,GW190814-v2,1249852257.0,2,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190814-v2,23.2,-1.0,1.1,2.59,-0.09,0.08,22.17523325999954,,,240.0,-50.0,40.0,0.0,-0.06,0.06,25.8,-0.9,1.0,6.09,-0.06,0.06,6.41,-0.02,0.02,0.05,-0.01,0.009,1e-05,,,1.0,,,25.6,-0.9,1.1
GW190814,GW190814_211039-v3,1249852257.0,3,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190814-v3,23.3,-1.4,1.4,2.6,-0.1,0.1,25.3,-0.2,0.1,230.0,-50.0,40.0,0.0,-0.07,0.07,25.9,-1.3,1.3,6.11,-0.05,0.06,,,,0.05,-0.01,0.01,1e-05,,,1.0,,,25.7,-1.3,1.3
GW190805_211137,GW190805_211137-v1,1249074715.3,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190805_211137-v1,46.2,-11.2,15.4,30.6,-11.3,11.8,8.1,-0.7,0.5,6130.0,-3080.0,3720.0,0.37,-0.39,0.29,76.7,-13.8,19.5,31.9,-6.3,8.8,,,,0.92,-0.4,0.43,0.63,,,0.95372,,,72.4,-13.2,18.2
GW190803_022701,GW190803_022701-v1,1248834439.9,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190803_022701-v1,37.3,-7.0,10.6,27.3,-8.2,7.8,8.970600357413534,,,3270.0,-1580.0,1950.0,-0.03,-0.27,0.24,64.5,-9.0,12.6,27.3,-4.1,5.7,42.7,-6.1,6.3,0.55,-0.24,0.26,0.026934317250435554,,,0.99411,,,61.7,-8.5,11.8
GW190803_022701,GW190803_022701-v2,1248834439.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190803_022701-v2,37.7,-6.7,9.8,27.6,-8.5,7.6,9.3,-0.5,0.3,3190.0,-1470.0,1630.0,-0.01,-0.28,0.23,65.0,-8.1,12.0,27.6,-3.8,5.4,,,,0.54,-0.22,0.22,0.073,,,0.97383,,,62.1,-7.6,11.2
GW190731_140936,GW190731_140936-v1,1248617394.6,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190731_140936-v1,41.5,-9.0,12.2,28.8,-9.5,9.7,8.460146466288636,,,3300.0,-1720.0,2390.0,0.06,-0.24,0.24,70.1,-11.3,15.8,29.5,-5.2,7.1,46.6,-8.2,6.8,0.55,-0.26,0.31,0.20584212311867794,,,0.966501,,,67.0,-10.8,14.6
GW190731_140936,GW190731_140936-v2,1248617394.6,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190731_140936-v2,41.8,-9.1,12.7,29.0,-9.9,10.2,8.8,-0.4,0.3,3330.0,-1770.0,2350.0,0.07,-0.25,0.28,70.7,-11.4,16.3,29.7,-5.3,7.4,,,,0.56,-0.26,0.31,0.33,,,0.83427,,,67.4,-10.8,15.3
GW190728_064510,GW190728_064510-v1,1248331528.5,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190728_064510-v1,12.3,-2.2,7.2,8.1,-2.6,1.7,13.64274847591606,,,870.0,-370.0,260.0,0.12,-0.07,0.2,20.6,-1.3,4.5,8.6,-0.3,0.5,10.1,-0.08,0.09,0.18,-0.07,0.05,1e-05,,,1.0,,,19.6,-1.3,4.7
GW190728_064510,GW190728_064510-v2,1248331528.5,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190728_064510-v2,12.5,-2.3,6.9,8.0,-2.6,1.7,13.1,-0.4,0.3,880.0,-380.0,260.0,0.13,-0.07,0.19,20.7,-1.4,4.2,8.6,-0.3,0.6,,,,0.18,-0.07,0.05,1e-05,,,1.0,,,19.7,-1.4,4.4
GW190727_060333,GW190727_060333-v1,1248242632.0,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190727_060333-v1,38.0,-6.2,9.5,29.4,-8.4,7.1,12.29941092425987,,,3300.0,-1500.0,1540.0,0.11,-0.25,0.26,67.1,-8.0,11.7,28.6,-3.7,5.3,44.7,-5.7,5.3,0.55,-0.22,0.21,1e-05,,,1.0,,,63.8,-7.5,10.9
GW190727_060333,GW190727_060333-v2,1248242631.9,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190727_060333-v2,38.9,-6.0,8.9,30.2,-8.3,6.5,11.7,-0.5,0.2,3070.0,-1230.0,1300.0,0.09,-0.27,0.25,68.8,-7.8,10.2,29.4,-3.7,4.6,,,,0.52,-0.18,0.18,1e-05,,,1.0,,,65.4,-7.3,9.5
GW190725_174728,GW190725_174728-v1,1248112066.4,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190725_174728-v1,11.8,-3.0,10.1,6.3,-2.5,2.1,9.1,-0.7,0.4,1030.0,-430.0,520.0,-0.04,-0.16,0.36,18.3,-1.9,7.4,7.4,-0.5,0.5,,,,0.2,-0.08,0.09,0.46,,,0.96021,,,17.6,-1.8,7.7
GW190720_000836,GW190720_000836-v1,1247616534.7,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190720_000836-v1,13.4,-3.0,6.7,7.8,-2.2,2.3,11.6960978153441,,,790.0,-320.0,690.0,0.18,-0.12,0.14,21.5,-2.3,4.3,8.9,-0.8,0.5,10.4,-0.1,0.2,0.16,-0.06,0.12,1e-05,,,1.0,,,20.4,-2.2,4.5
GW190720_000836,GW190720_000836-v2,1247616534.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190720_000836-v2,14.2,-3.3,5.6,7.5,-1.8,2.2,10.9,-0.8,0.3,770.0,-260.0,650.0,0.19,-0.11,0.14,21.8,-2.0,3.8,9.0,-0.8,0.4,,,,0.16,-0.05,0.11,1e-05,,,1.0,,,20.8,-2.0,3.9
GW190719_215514,GW190719_215514-v1,1247608532.9,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190719_215514-v1,36.5,-10.3,18.0,20.8,-7.2,9.0,7.993907515410997,,,3940.0,-2000.0,2590.0,0.32,-0.31,0.29,57.8,-10.7,18.3,23.5,-4.0,6.5,38.7,-6.6,9.2,0.64,-0.29,0.33,1.559222128828275,,,0.81555,,,54.9,-10.2,17.3
GW190719_215514,GW190719_215514-v2,1247608532.9,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190719_215514-v2,36.6,-11.1,42.1,19.9,-9.3,10.0,7.9,-0.7,0.3,3730.0,-2070.0,3120.0,0.25,-0.32,0.33,57.2,-11.6,38.4,22.8,-4.3,8.3,,,,0.61,-0.3,0.39,0.63,,,0.91976,,,54.5,-11.1,38.3
GW190708_232457,GW190708_232457-v1,1246663515.4,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190708_232457-v1,17.6,-2.3,4.7,13.2,-2.7,2.0,13.07130069939341,,,880.0,-390.0,330.0,0.02,-0.08,0.1,30.9,-1.8,2.5,13.2,-0.6,0.9,15.5,-0.2,0.3,0.18,-0.07,0.06,2.8252506364808675e-05,,,0.999988,,,29.5,-1.8,2.5
GW190708_232457,GW190708_232457-v2,1246663515.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190708_232457-v2,19.8,-4.3,4.3,11.6,-2.0,3.1,13.4,-0.3,0.2,930.0,-390.0,310.0,0.05,-0.1,0.1,31.4,-2.2,2.8,13.1,-0.6,0.9,,,,0.19,-0.07,0.06,0.00031,,,0.99965,,,30.1,-2.1,2.9
GW190707_093326,GW190707_093326-v1,1246527224.2,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190707_093326-v1,11.6,-1.7,3.3,8.4,-1.7,1.4,12.97817936002082,,,770.0,-370.0,380.0,-0.05,-0.08,0.1,20.1,-1.3,1.9,8.5,-0.5,0.6,9.89,-0.09,0.1,0.16,-0.07,0.07,1e-05,,,1.0,,,19.2,-1.3,1.9
GW190707_093326,GW190707_093326-v2,1246527224.1,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190707_093326-v2,12.1,-2.0,2.6,7.9,-1.3,1.6,13.1,-0.4,0.2,850.0,-400.0,340.0,-0.04,-0.09,0.1,20.1,-1.2,1.7,8.4,-0.4,0.6,,,,0.17,-0.08,0.06,1e-05,,,1.0,,,19.2,-1.2,1.7
GW190706_222641,GW190706_222641-v1,1246487219.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190706_222641-v1,67.0,-16.2,14.6,38.2,-13.3,14.6,12.653616083950073,,,4420.0,-1930.0,2590.0,0.28,-0.29,0.26,104.1,-13.9,20.2,42.7,-7.0,10.0,75.1,-17.5,11.0,0.71,-0.27,0.32,1e-05,,,1.0,,,99.0,-13.5,18.3
GW190706_222641,GW190706_222641-v2,1246487219.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190706_222641-v2,74.0,-16.9,20.1,39.4,-15.4,18.4,13.4,-0.4,0.2,3630.0,-2000.0,2600.0,0.28,-0.31,0.25,112.6,-16.8,27.4,45.6,-9.1,13.0,,,,0.6,-0.29,0.33,5e-05,,,1.0,,,107.3,-15.9,25.2
GW190701_203306,GW190701_203306-v1,1246048404.6,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190701_203306-v1,53.9,-8.0,11.8,40.8,-12.0,8.7,11.58996006414267,,,2060.0,-730.0,760.0,-0.07,-0.29,0.23,94.3,-9.5,12.1,40.3,-4.9,5.4,55.5,-8.1,7.3,0.37,-0.12,0.11,0.010861368605368522,,,0.997879,,,90.2,-8.9,11.3
GW190701_203306,GW190701_203306-v2,1246048404.5,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190701_203306-v2,54.1,-8.0,12.6,40.5,-12.1,8.7,11.2,-0.4,0.2,2090.0,-740.0,770.0,-0.08,-0.31,0.23,94.3,-9.5,12.0,40.2,-5.0,5.4,,,,0.38,-0.12,0.11,0.0057,,,0.99986,,,90.2,-8.9,11.2
GW190630_185205,GW190630_185205-v1,1245955943.2,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190630_185205-v1,35.1,-5.6,6.9,23.7,-5.1,5.2,15.64051208963232,,,890.0,-370.0,560.0,0.1,-0.13,0.12,59.1,-4.8,4.6,24.9,-2.1,2.1,29.4,-1.5,1.6,0.18,-0.07,0.1,1e-05,,,1.0,,,56.4,-4.6,4.4
GW190630_185205,GW190630_185205-v2,1245955943.1,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190630_185205-v2,35.1,-5.5,6.5,24.0,-5.2,5.5,16.4,-0.3,0.2,870.0,-360.0,530.0,0.1,-0.13,0.14,59.4,-4.8,4.7,25.1,-2.1,2.2,,,,0.18,-0.07,0.09,1e-05,,,1.0,,,56.6,-4.5,4.4
GW190620_030421,GW190620_030421-v1,1245035079.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190620_030421-v1,57.1,-12.7,16.0,35.5,-12.3,12.2,10.91846314686192,,,2810.0,-1310.0,1680.0,0.33,-0.25,0.22,92.1,-13.1,18.5,38.3,-6.5,8.3,57.5,-11.2,9.0,0.49,-0.2,0.23,0.0029209383726319974,,,0.999133,,,87.2,-12.1,16.8
GW190620_030421,GW190620_030421-v2,1245035079.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190620_030421-v2,58.0,-13.3,19.2,35.0,-14.5,13.1,12.1,-0.4,0.3,2910.0,-1320.0,1710.0,0.34,-0.29,0.22,92.7,-13.2,18.5,38.1,-7.2,8.5,,,,0.5,-0.2,0.23,0.011,,,0.98748,,,88.0,-12.4,17.2
GW190602_175927,GW190602_175927-v1,1243533585.1,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190602_175927-v1,69.1,-13.0,15.7,47.8,-17.4,14.3,12.13087548611321,,,2690.0,-1120.0,1790.0,0.07,-0.24,0.25,116.3,-15.6,19.0,49.1,-8.5,9.1,72.9,-13.7,10.8,0.47,-0.17,0.25,1.1478437256536947e-05,,,0.999994,,,110.9,-14.9,17.7
GW190602_175927,GW190602_175927-v2,1243533585.0,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190602_175927-v2,71.8,-14.6,18.1,44.8,-19.6,15.5,13.2,-0.3,0.2,2840.0,-1280.0,1930.0,0.12,-0.28,0.25,115.6,-14.8,19.2,48.0,-9.7,9.5,,,,0.49,-0.2,0.26,1e-05,,,1.0,,,110.5,-13.9,17.9
GW190531_023648,GW190531_023648-v1,1243305426.3,1,GWTC-2.1-marginal,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190531_023648-v1,,,,,,,9.951,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,
GW190527_092055,GW190527_092055-v1,1242984073.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190527_092055-v1,36.5,-9.0,16.4,22.6,-8.1,10.5,8.867476217742222,,,2490.0,-1240.0,2480.0,0.11,-0.28,0.28,59.1,-9.8,21.3,24.3,-4.2,9.1,34.9,-5.5,21.7,0.44,-0.2,0.34,0.062270351314133505,,,0.988513,,,56.4,-9.3,20.2
GW190527_092055,GW190527_092055-v2,1242984073.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190527_092055-v2,35.6,-8.0,18.7,22.2,-8.7,9.0,8.0,-0.9,0.4,2520.0,-1230.0,2080.0,0.1,-0.22,0.22,58.1,-8.8,18.1,23.9,-3.9,6.8,,,,0.44,-0.19,0.29,0.23,,,0.84784,,,55.5,-8.5,17.9
GW190521_074359,GW190521_074359-v1,1242459857.5,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190521_074359-v1,42.2,-4.8,5.9,32.8,-6.4,5.4,24.67251912553722,,,1240.0,-570.0,400.0,0.09,-0.13,0.1,74.7,-4.8,7.0,32.1,-2.5,3.2,39.8,-3.0,2.2,0.24,-0.1,0.07,1e-05,,,1.0,,,71.0,-4.4,6.5
GW190521_074359,GW190521_074359-v2,1242459857.4,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190521_074359-v2,43.4,-5.5,5.8,33.4,-6.8,5.2,25.9,-0.2,0.1,1080.0,-530.0,580.0,0.1,-0.13,0.13,76.3,-5.9,7.0,32.8,-2.8,3.2,,,,0.21,-0.1,0.1,1e-05,,,1.0,,,72.6,-5.4,6.5
GW190521,GW190521-v1,1242442967.4,1,O3_Discovery_Papers,https://doi.org/10.7935/1502-wj52,http://gwosc.org/api/v2/event-versions/GW190521-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW190521,GW190521-v2,1242442967.4,2,O3_Discovery_Papers,https://doi.org/10.7935/1502-wj52,http://gwosc.org/api/v2/event-versions/GW190521-v2,85.0,-14.0,21.0,66.0,-18.0,17.0,14.6,-0.4,0.4,5300.0,-2600.0,2400.0,0.08,-0.36,0.27,150.0,-17.0,29.0,64.0,-8.0,13.0,117.0,-14.0,12.0,0.82,-0.34,0.28,,,,,,,,,
GW190521,GW190521-v3,1242442967.4,3,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190521-v3,95.3,-18.9,28.7,69.0,-23.1,22.7,14.376046048896756,,,3920.0,-1950.0,2190.0,0.03,-0.39,0.32,163.9,-23.5,39.2,69.2,-10.6,17.0,114.8,-17.6,15.2,0.64,-0.28,0.28,0.0002039635028,,,0.999624,,,156.3,-22.4,36.8
GW190521,GW190521_030229-v4,1242442967.4,4,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190521-v4,98.4,-21.7,33.6,57.2,-30.1,27.1,14.3,-0.4,0.5,3310.0,-1800.0,2790.0,-0.14,-0.45,0.5,153.1,-16.2,42.2,63.3,-14.6,19.6,,,,0.56,-0.27,0.36,0.0013,,,0.99989,,,147.4,-16.0,40.0
GW190519_153544,GW190519_153544-v1,1242315362.4,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190519_153544-v1,66.0,-12.0,10.7,40.5,-11.1,11.0,13.952630576346527,,,2530.0,-920.0,1830.0,0.31,-0.22,0.2,106.6,-14.8,13.5,44.5,-7.1,6.4,65.1,-10.3,7.7,0.44,-0.14,0.25,1e-05,,,1.0,,,101.0,-13.8,12.4
GW190519_153544,GW190519_153544-v2,1242315362.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190519_153544-v2,65.1,-11.0,10.8,40.8,-12.7,11.5,15.9,-0.3,0.2,2600.0,-960.0,1720.0,0.33,-0.24,0.2,105.6,-13.9,14.4,44.3,-7.5,6.8,,,,0.45,-0.15,0.24,1e-05,,,1.0,,,100.0,-12.9,13.0
GW190517_055101,GW190517_055101-v1,1242107479.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190517_055101-v1,37.4,-7.6,11.7,25.3,-7.3,7.0,10.687871630965633,,,1860.0,-840.0,1620.0,0.52,-0.19,0.19,63.5,-9.6,9.6,26.6,-4.0,4.0,35.9,-3.4,4.0,0.34,-0.14,0.24,5.720513515363399e-05,,,1.0,,,59.3,-8.9,9.1
GW190517_055101,GW190517_055101-v2,1242107479.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190517_055101-v2,39.2,-9.2,13.9,24.0,-7.9,7.4,10.8,-0.6,0.5,1790.0,-880.0,1750.0,0.49,-0.28,0.21,64.1,-9.8,9.9,26.5,-4.2,4.0,,,,0.33,-0.15,0.26,0.00035,,,1.0,,,60.1,-9.4,9.9
GW190514_065416,GW190514_065416-v1,1241852074.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190514_065416-v1,39.0,-8.2,14.7,28.4,-8.8,9.3,8.304493549646196,,,4130.0,-2170.0,2650.0,-0.19,-0.32,0.29,67.2,-10.8,18.7,28.5,-4.8,7.9,48.1,-7.7,7.5,0.67,-0.31,0.33,0.5266876793595081,,,0.95959,,,64.5,-10.4,17.9
GW190514_065416,GW190514_065416-v2,1241852074.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190514_065416-v2,40.9,-9.3,17.3,28.4,-10.1,10.0,8.0,-0.6,0.3,3890.0,-2070.0,2610.0,-0.08,-0.35,0.29,69.3,-12.1,19.8,29.1,-5.4,8.1,,,,0.64,-0.3,0.33,2.8,,,0.76021,,,66.4,-11.5,19.0
GW190513_205428,GW190513_205428-v1,1241816086.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190513_205428-v1,35.7,-9.2,9.5,18.0,-4.1,7.7,12.28987773592599,,,2060.0,-800.0,880.0,0.11,-0.17,0.28,53.9,-5.9,8.6,21.6,-1.9,3.8,29.5,-2.5,5.6,0.37,-0.13,0.13,1e-05,,,1.0,,,51.6,-5.8,8.2
GW190513_205428,GW190513_205428-v2,1241816086.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190513_205428-v2,36.0,-9.7,10.6,18.3,-4.7,7.4,12.5,-0.4,0.3,2210.0,-810.0,990.0,0.16,-0.22,0.29,54.4,-6.7,9.3,21.8,-2.2,3.8,,,,0.4,-0.13,0.14,1.3e-05,,,0.99998,,,52.1,-6.6,8.8
GW190512_180714,GW190512_180714-v1,1241719652.4,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190512_180714-v1,23.3,-5.8,5.3,12.6,-2.5,3.6,12.26449406234808,,,1430.0,-550.0,550.0,0.03,-0.13,0.12,35.9,-3.5,3.8,14.6,-1.0,1.3,18.6,-0.8,0.9,0.27,-0.1,0.09,1e-05,,,1.0,,,34.5,-3.5,3.8
GW190512_180714,GW190512_180714-v2,1241719652.4,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190512_180714-v2,23.2,-5.6,5.6,12.5,-2.6,3.5,12.7,-0.4,0.3,1460.0,-590.0,510.0,0.02,-0.14,0.13,35.8,-3.5,4.1,14.6,-0.9,1.4,,,,0.28,-0.1,0.08,1e-05,,,1.0,,,34.3,-3.4,4.1
GW190503_185404,GW190503_185404-v1,1240944862.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190503_185404-v1,43.3,-8.1,9.2,28.4,-8.0,7.7,12.20867275049248,,,1450.0,-630.0,690.0,-0.03,-0.26,0.2,71.7,-8.3,9.4,30.2,-4.2,4.2,38.6,-6.0,5.3,0.27,-0.11,0.11,1e-05,,,1.0,,,68.6,-7.7,8.8
GW190503_185404,GW190503_185404-v2,1240944862.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190503_185404-v2,41.3,-7.7,10.3,28.3,-9.2,7.5,12.2,-0.4,0.2,1520.0,-600.0,630.0,-0.05,-0.3,0.23,69.4,-8.6,10.1,29.3,-4.4,4.5,,,,0.29,-0.1,0.1,1e-05,,,1.0,,,66.5,-7.9,9.4
GW190426_190642,GW190426_190642-v1,1240340820.6,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190426_190642-v1,105.5,-24.1,45.3,76.0,-36.5,26.2,8.7,-0.6,0.4,4580.0,-2280.0,3400.0,0.23,-0.41,0.42,182.3,-35.7,40.2,76.0,-17.4,19.1,,,,0.73,-0.32,0.41,4.1,,,0.75053,,,172.9,-33.6,37.7
GW190426_152155,GW190426_152155-v1,1240327333.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,http://gwosc.org/api/v2/event-versions/GW190426_152155-v1,5.7,-2.3,3.9,1.5,-0.5,0.8,10.12041364677255,,,370.0,-160.0,180.0,-0.03,-0.3,0.32,7.2,-1.5,3.5,2.41,-0.08,0.08,2.6,-0.01,0.01,0.08,-0.03,0.04,1.443741335492165,,,,,,,,
GW190426_152155,GW190426_152155-v2,1240327333.3,2,GWTC-2.1-marginal,https://doi.org/10.7935/qf3a-3z67,http://gwosc.org/api/v2/event-versions/GW190426_152155-v2,,,,,,,10.12,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,
GW190425,GW190425-v1,1240215503.0,1,O3_Discovery_Papers,https://doi.org/10.7935/ggb8-1v94,http://gwosc.org/api/v2/event-versions/GW190425-v1,1.74,-0.09,0.17,1.56,-0.14,0.08,12.46,-0.43,0.29,159.0,-72.0,69.0,0.012,-0.013,0.015,3.3,-0.1,0.1,1.44,-0.02,0.02,1.4868,-0.0003,0.0003,0.04,-0.02,0.01,,,,,,,,,
